{'loss': 0.6482, 'grad_norm': 3.9647905826568604, 'learning_rate': 4.985449578334719e-06, 'rewards/chosen': 0.013955354690551758, 'rewards/rejected': -0.08309493213891983, 'rewards/accuracies': 0.7400000095367432, 'rewards/margins': 0.09705028682947159, 'logps/chosen': -12.460247993469238, 'logps/rejected': -13.747300148010254, 'logits/chosen': -99.69064331054688, 'logits/rejected': -99.4447250366211, 'epoch': 0.0}
{'loss': 0.326, 'grad_norm': 0.3073873817920685, 'learning_rate': 2.0902126143247416e-06, 'rewards/chosen': 0.09626279771327972, 'rewards/rejected': -5.729877471923828, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.8261399269104, 'logps/chosen': -11.501495361328125, 'logps/rejected': -70.08296203613281, 'logits/chosen': -29.389619827270508, 'logits/rejected': -39.691749572753906, 'epoch': 0.58}
{'loss': 0.3643, 'grad_norm': 217.7206573486328, 'learning_rate': 2.075365245278537e-06, 'rewards/chosen': -0.1348292976617813, 'rewards/rejected': -5.609341621398926, 'rewards/accuracies': 0.9049999713897705, 'rewards/margins': 5.474512100219727, 'logps/chosen': -13.811579704284668, 'logps/rejected': -68.818359375, 'logits/chosen': -32.64670944213867, 'logits/rejected': -39.988712310791016, 'epoch': 0.58}
{'loss': 0.2879, 'grad_norm': 0.07740959525108337, 'learning_rate': 2.060517876232332e-06, 'rewards/chosen': 0.11761645972728729, 'rewards/rejected': -5.763006210327148, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 5.880622386932373, 'logps/chosen': -11.415654182434082, 'logps/rejected': -70.54174041748047, 'logits/chosen': -30.709413528442383, 'logits/rejected': -39.8884162902832, 'epoch': 0.59}
{'loss': 0.2115, 'grad_norm': 0.14655067026615143, 'learning_rate': 2.045670507186127e-06, 'rewards/chosen': 0.2844221889972687, 'rewards/rejected': -5.717396259307861, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 6.0018181800842285, 'logps/chosen': -9.684549331665039, 'logps/rejected': -70.08009338378906, 'logits/chosen': -29.33576202392578, 'logits/rejected': -37.2173957824707, 'epoch': 0.59}
{'loss': 0.384, 'grad_norm': 0.8303825259208679, 'learning_rate': 2.0308231381399218e-06, 'rewards/chosen': 0.2270718216896057, 'rewards/rejected': -5.586019515991211, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.813091278076172, 'logps/chosen': -10.091282844543457, 'logps/rejected': -68.5938949584961, 'logits/chosen': -27.6740665435791, 'logits/rejected': -37.8740119934082, 'epoch': 0.59}
{'loss': 0.263, 'grad_norm': 10.364463806152344, 'learning_rate': 2.015975769093717e-06, 'rewards/chosen': 0.40397825837135315, 'rewards/rejected': -5.605553150177002, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.009531021118164, 'logps/chosen': -8.55816650390625, 'logps/rejected': -68.98870086669922, 'logits/chosen': -27.347387313842773, 'logits/rejected': -40.8780632019043, 'epoch': 0.6}
{'loss': 0.3433, 'grad_norm': 0.162602037191391, 'learning_rate': 2.0011284000475117e-06, 'rewards/chosen': 0.11252760142087936, 'rewards/rejected': -5.624456882476807, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.7369842529296875, 'logps/chosen': -11.358901023864746, 'logps/rejected': -69.0306167602539, 'logits/chosen': -25.84402847290039, 'logits/rejected': -37.82435607910156, 'epoch': 0.6}
{'loss': 0.1985, 'grad_norm': 0.8661300539970398, 'learning_rate': 1.986281031001307e-06, 'rewards/chosen': 0.24381569027900696, 'rewards/rejected': -5.943647861480713, 'rewards/accuracies': 0.9599999785423279, 'rewards/margins': 6.187463283538818, 'logps/chosen': -10.476807594299316, 'logps/rejected': -72.56543731689453, 'logits/chosen': -25.52513885498047, 'logits/rejected': -39.50796127319336, 'epoch': 0.6}
{'loss': 0.2639, 'grad_norm': 0.13599568605422974, 'learning_rate': 1.9714336619551016e-06, 'rewards/chosen': 0.17478257417678833, 'rewards/rejected': -5.947198390960693, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 6.121981143951416, 'logps/chosen': -10.779914855957031, 'logps/rejected': -72.27678680419922, 'logits/chosen': -24.3596248626709, 'logits/rejected': -39.62002944946289, 'epoch': 0.61}
{'loss': 0.3225, 'grad_norm': 0.012632239609956741, 'learning_rate': 1.9565862929088967e-06, 'rewards/chosen': 0.18820835649967194, 'rewards/rejected': -5.947239875793457, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 6.135447978973389, 'logps/chosen': -10.635384559631348, 'logps/rejected': -72.2979965209961, 'logits/chosen': -27.03487777709961, 'logits/rejected': -41.288665771484375, 'epoch': 0.61}
{'loss': 0.3536, 'grad_norm': 16.534940719604492, 'learning_rate': 1.9417389238626914e-06, 'rewards/chosen': 0.061630621552467346, 'rewards/rejected': -5.781623363494873, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.843254566192627, 'logps/chosen': -12.035201072692871, 'logps/rejected': -70.79690551757812, 'logits/chosen': -26.462261199951172, 'logits/rejected': -41.103641510009766, 'epoch': 0.61}
{'loss': 0.3759, 'grad_norm': 0.13480205833911896, 'learning_rate': 1.9268915548164866e-06, 'rewards/chosen': -0.06803794205188751, 'rewards/rejected': -5.712301254272461, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.64426326751709, 'logps/chosen': -13.272809028625488, 'logps/rejected': -69.99798583984375, 'logits/chosen': -26.275453567504883, 'logits/rejected': -38.120628356933594, 'epoch': 0.61}
{'loss': 0.1845, 'grad_norm': 11.109020233154297, 'learning_rate': 1.9120441857702818e-06, 'rewards/chosen': 0.13982392847537994, 'rewards/rejected': -5.815675735473633, 'rewards/accuracies': 0.9649999737739563, 'rewards/margins': 5.955499172210693, 'logps/chosen': -11.339509010314941, 'logps/rejected': -71.14825439453125, 'logits/chosen': -22.506772994995117, 'logits/rejected': -36.58908462524414, 'epoch': 0.62}
{'loss': 0.26, 'grad_norm': 0.12094633281230927, 'learning_rate': 1.8971968167240767e-06, 'rewards/chosen': -0.10670113563537598, 'rewards/rejected': -5.929528713226318, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 5.822827339172363, 'logps/chosen': -13.719322204589844, 'logps/rejected': -72.22990417480469, 'logits/chosen': -25.978811264038086, 'logits/rejected': -38.370140075683594, 'epoch': 0.62}
{'loss': 0.4563, 'grad_norm': 0.13454961776733398, 'learning_rate': 1.8823494476778716e-06, 'rewards/chosen': -0.5064617395401001, 'rewards/rejected': -5.601739406585693, 'rewards/accuracies': 0.8949999809265137, 'rewards/margins': 5.095277786254883, 'logps/chosen': -17.656980514526367, 'logps/rejected': -68.95852661132812, 'logits/chosen': -29.173730850219727, 'logits/rejected': -37.218170166015625, 'epoch': 0.62}
{'loss': 0.2997, 'grad_norm': 0.09860952198505402, 'learning_rate': 1.8675020786316666e-06, 'rewards/chosen': -0.45729556679725647, 'rewards/rejected': -5.594792366027832, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.137496471405029, 'logps/chosen': -17.283178329467773, 'logps/rejected': -68.92915344238281, 'logits/chosen': -21.055452346801758, 'logits/rejected': -30.096446990966797, 'epoch': 0.63}
{'loss': 0.3189, 'grad_norm': 0.1646464616060257, 'learning_rate': 1.8526547095854615e-06, 'rewards/chosen': -0.3508583903312683, 'rewards/rejected': -5.7460527420043945, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.395194053649902, 'logps/chosen': -16.055679321289062, 'logps/rejected': -70.350341796875, 'logits/chosen': -24.034807205200195, 'logits/rejected': -33.81218719482422, 'epoch': 0.63}
{'loss': 0.3379, 'grad_norm': 9.729753494262695, 'learning_rate': 1.8378073405392565e-06, 'rewards/chosen': -0.2896057963371277, 'rewards/rejected': -5.823541164398193, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.533935070037842, 'logps/chosen': -15.443035125732422, 'logps/rejected': -71.08248901367188, 'logits/chosen': -24.266735076904297, 'logits/rejected': -36.97128677368164, 'epoch': 0.63}
{'loss': 0.2653, 'grad_norm': 0.23107345402240753, 'learning_rate': 1.8229599714930514e-06, 'rewards/chosen': -0.23287563025951385, 'rewards/rejected': -5.675805568695068, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 5.442930221557617, 'logps/chosen': -14.963520050048828, 'logps/rejected': -69.61441040039062, 'logits/chosen': -21.818754196166992, 'logits/rejected': -34.7765007019043, 'epoch': 0.64}
{'loss': 0.2619, 'grad_norm': 113.82171630859375, 'learning_rate': 1.8081126024468466e-06, 'rewards/chosen': 0.07015242427587509, 'rewards/rejected': -6.129823684692383, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 6.199975967407227, 'logps/chosen': -11.922107696533203, 'logps/rejected': -74.3137435913086, 'logits/chosen': -27.50509262084961, 'logits/rejected': -41.16887664794922, 'epoch': 0.64}
{'loss': 0.3279, 'grad_norm': 79.96209716796875, 'learning_rate': 1.7932652334006415e-06, 'rewards/chosen': 0.0308986809104681, 'rewards/rejected': -5.753851890563965, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.784750938415527, 'logps/chosen': -12.24806022644043, 'logps/rejected': -70.43304443359375, 'logits/chosen': -23.748517990112305, 'logits/rejected': -35.23426818847656, 'epoch': 0.64}
{'loss': 0.2016, 'grad_norm': 17.698938369750977, 'learning_rate': 1.7784178643544365e-06, 'rewards/chosen': 0.15257106721401215, 'rewards/rejected': -5.748276233673096, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 5.9008469581604, 'logps/chosen': -11.126260757446289, 'logps/rejected': -70.49060821533203, 'logits/chosen': -23.901918411254883, 'logits/rejected': -36.83845138549805, 'epoch': 0.64}
{'loss': 0.3591, 'grad_norm': 0.08876395970582962, 'learning_rate': 1.7635704953082316e-06, 'rewards/chosen': 0.054796505719423294, 'rewards/rejected': -5.7104573249816895, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.765254020690918, 'logps/chosen': -12.006264686584473, 'logps/rejected': -69.95083618164062, 'logits/chosen': -24.12802505493164, 'logits/rejected': -36.871864318847656, 'epoch': 0.65}
{'loss': 0.1682, 'grad_norm': 0.19845575094223022, 'learning_rate': 1.7487231262620266e-06, 'rewards/chosen': 0.22838029265403748, 'rewards/rejected': -5.912093639373779, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.140474319458008, 'logps/chosen': -10.152917861938477, 'logps/rejected': -71.8679428100586, 'logits/chosen': -18.211681365966797, 'logits/rejected': -33.35429763793945, 'epoch': 0.65}
{'loss': 0.2552, 'grad_norm': 0.21358594298362732, 'learning_rate': 1.7338757572158215e-06, 'rewards/chosen': 0.12941570580005646, 'rewards/rejected': -6.007843494415283, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.1372599601745605, 'logps/chosen': -11.261924743652344, 'logps/rejected': -72.94857025146484, 'logits/chosen': -22.015640258789062, 'logits/rejected': -35.92726135253906, 'epoch': 0.65}
{'loss': 0.3635, 'grad_norm': 0.07565955072641373, 'learning_rate': 1.7190283881696165e-06, 'rewards/chosen': -0.007764482405036688, 'rewards/rejected': -5.766132831573486, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.758368492126465, 'logps/chosen': -12.636188507080078, 'logps/rejected': -70.4897689819336, 'logits/chosen': -24.729412078857422, 'logits/rejected': -39.60000228881836, 'epoch': 0.66}
{'loss': 0.2153, 'grad_norm': 176.5565643310547, 'learning_rate': 1.7041810191234114e-06, 'rewards/chosen': 0.2538893222808838, 'rewards/rejected': -5.883686065673828, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.137575626373291, 'logps/chosen': -10.212272644042969, 'logps/rejected': -71.85598754882812, 'logits/chosen': -24.817110061645508, 'logits/rejected': -38.785404205322266, 'epoch': 0.66}
{'loss': 0.2774, 'grad_norm': 37.31265640258789, 'learning_rate': 1.6893336500772064e-06, 'rewards/chosen': 0.26556646823883057, 'rewards/rejected': -6.011643886566162, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.277210235595703, 'logps/chosen': -9.820385932922363, 'logps/rejected': -72.87126922607422, 'logits/chosen': -26.351242065429688, 'logits/rejected': -41.30113220214844, 'epoch': 0.66}
{'loss': 0.2043, 'grad_norm': 107.28112030029297, 'learning_rate': 1.6744862810310013e-06, 'rewards/chosen': 0.25366461277008057, 'rewards/rejected': -6.174593448638916, 'rewards/accuracies': 0.9599999785423279, 'rewards/margins': 6.428257942199707, 'logps/chosen': -10.063909530639648, 'logps/rejected': -74.72107696533203, 'logits/chosen': -30.884521484375, 'logits/rejected': -44.58089828491211, 'epoch': 0.67}
{'loss': 0.1786, 'grad_norm': 0.15013431012630463, 'learning_rate': 1.6596389119847965e-06, 'rewards/chosen': 0.08655715733766556, 'rewards/rejected': -6.111990451812744, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 6.19854736328125, 'logps/chosen': -11.532217025756836, 'logps/rejected': -73.88510131835938, 'logits/chosen': -30.401643753051758, 'logits/rejected': -45.66608810424805, 'epoch': 0.67}
{'loss': 0.2334, 'grad_norm': 0.045432571321725845, 'learning_rate': 1.6447915429385914e-06, 'rewards/chosen': 0.17987531423568726, 'rewards/rejected': -6.171408653259277, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 6.351284027099609, 'logps/chosen': -10.704819679260254, 'logps/rejected': -74.55437469482422, 'logits/chosen': -26.285924911499023, 'logits/rejected': -43.043365478515625, 'epoch': 0.67}
{'loss': 0.3929, 'grad_norm': 20.17180061340332, 'learning_rate': 1.6299441738923864e-06, 'rewards/chosen': 0.0098526356741786, 'rewards/rejected': -6.040277481079102, 'rewards/accuracies': 0.9049999713897705, 'rewards/margins': 6.050130844116211, 'logps/chosen': -12.316385269165039, 'logps/rejected': -73.16033172607422, 'logits/chosen': -31.23662757873535, 'logits/rejected': -46.04692459106445, 'epoch': 0.67}
{'loss': 0.3342, 'grad_norm': 0.32829520106315613, 'learning_rate': 1.6150968048461813e-06, 'rewards/chosen': -0.13413265347480774, 'rewards/rejected': -5.6523661613464355, 'rewards/accuracies': 0.9049999713897705, 'rewards/margins': 5.518233776092529, 'logps/chosen': -14.097521781921387, 'logps/rejected': -69.58443450927734, 'logits/chosen': -32.162925720214844, 'logits/rejected': -44.670204162597656, 'epoch': 0.68}
{'loss': 0.2603, 'grad_norm': 0.0646076500415802, 'learning_rate': 1.6002494357999765e-06, 'rewards/chosen': 0.056288547813892365, 'rewards/rejected': -5.908960342407227, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 5.9652485847473145, 'logps/chosen': -11.93077278137207, 'logps/rejected': -71.85523223876953, 'logits/chosen': -32.58274841308594, 'logits/rejected': -46.23638153076172, 'epoch': 0.68}
{'loss': 0.3636, 'grad_norm': 0.07436110079288483, 'learning_rate': 1.5854020667537714e-06, 'rewards/chosen': 0.061013113707304, 'rewards/rejected': -5.8401288986206055, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.901141166687012, 'logps/chosen': -12.097299575805664, 'logps/rejected': -71.37712097167969, 'logits/chosen': -34.2336311340332, 'logits/rejected': -48.79808044433594, 'epoch': 0.68}
{'loss': 0.3429, 'grad_norm': 0.020886896178126335, 'learning_rate': 1.5705546977075664e-06, 'rewards/chosen': -0.00896269828081131, 'rewards/rejected': -5.774372100830078, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.765409469604492, 'logps/chosen': -12.696398735046387, 'logps/rejected': -70.53720092773438, 'logits/chosen': -30.605876922607422, 'logits/rejected': -45.0545768737793, 'epoch': 0.69}
{'loss': 0.2084, 'grad_norm': 0.1897488832473755, 'learning_rate': 1.5557073286613613e-06, 'rewards/chosen': 0.1735525131225586, 'rewards/rejected': -6.118890762329102, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.292443752288818, 'logps/chosen': -10.999899864196777, 'logps/rejected': -74.2549057006836, 'logits/chosen': -31.82938003540039, 'logits/rejected': -46.953216552734375, 'epoch': 0.69}
{'loss': 0.3773, 'grad_norm': 0.12049872428178787, 'learning_rate': 1.5408599596151563e-06, 'rewards/chosen': -0.12720918655395508, 'rewards/rejected': -5.6016998291015625, 'rewards/accuracies': 0.8999999761581421, 'rewards/margins': 5.474490165710449, 'logps/chosen': -13.73356819152832, 'logps/rejected': -68.74958801269531, 'logits/chosen': -30.61908531188965, 'logits/rejected': -42.32505416870117, 'epoch': 0.69}
{'loss': 0.35, 'grad_norm': 0.4927980601787567, 'learning_rate': 1.5260125905689512e-06, 'rewards/chosen': -0.031604401767253876, 'rewards/rejected': -5.697390556335449, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.665787220001221, 'logps/chosen': -12.947239875793457, 'logps/rejected': -69.85997772216797, 'logits/chosen': -30.865644454956055, 'logits/rejected': -44.050445556640625, 'epoch': 0.69}
{'loss': 0.2913, 'grad_norm': 98.14102935791016, 'learning_rate': 1.5111652215227461e-06, 'rewards/chosen': 0.02159467153251171, 'rewards/rejected': -5.797277927398682, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.818872451782227, 'logps/chosen': -12.466900825500488, 'logps/rejected': -70.94051361083984, 'logits/chosen': -32.985313415527344, 'logits/rejected': -44.86003875732422, 'epoch': 0.7}
{'loss': 0.2713, 'grad_norm': 15.844738006591797, 'learning_rate': 1.4963178524765413e-06, 'rewards/chosen': 0.13197486102581024, 'rewards/rejected': -5.8870849609375, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.0190606117248535, 'logps/chosen': -11.1952543258667, 'logps/rejected': -71.70063781738281, 'logits/chosen': -29.979005813598633, 'logits/rejected': -43.851158142089844, 'epoch': 0.7}
{'loss': 0.1349, 'grad_norm': 0.21344803273677826, 'learning_rate': 1.4814704834303362e-06, 'rewards/chosen': 0.31478655338287354, 'rewards/rejected': -6.055756092071533, 'rewards/accuracies': 0.9599999785423279, 'rewards/margins': 6.370542526245117, 'logps/chosen': -9.613212585449219, 'logps/rejected': -73.58383178710938, 'logits/chosen': -31.654325485229492, 'logits/rejected': -45.909793853759766, 'epoch': 0.7}
{'loss': 0.2903, 'grad_norm': 0.11840672791004181, 'learning_rate': 1.4666231143841312e-06, 'rewards/chosen': 0.25004374980926514, 'rewards/rejected': -6.024664402008057, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 6.274708271026611, 'logps/chosen': -10.057411193847656, 'logps/rejected': -73.17291259765625, 'logits/chosen': -32.102657318115234, 'logits/rejected': -47.128700256347656, 'epoch': 0.71}
{'loss': 0.3923, 'grad_norm': 20.563106536865234, 'learning_rate': 1.4517757453379264e-06, 'rewards/chosen': 0.1090167909860611, 'rewards/rejected': -5.765869140625, 'rewards/accuracies': 0.9100000262260437, 'rewards/margins': 5.8748860359191895, 'logps/chosen': -11.524880409240723, 'logps/rejected': -70.51286315917969, 'logits/chosen': -29.039443969726562, 'logits/rejected': -45.04655838012695, 'epoch': 0.71}
{'loss': 0.3206, 'grad_norm': 0.017391812056303024, 'learning_rate': 1.4369283762917213e-06, 'rewards/chosen': 0.05691144987940788, 'rewards/rejected': -5.656841278076172, 'rewards/accuracies': 0.9300000071525574, 'rewards/margins': 5.7137532234191895, 'logps/chosen': -12.01016616821289, 'logps/rejected': -69.38697052001953, 'logits/chosen': -26.659198760986328, 'logits/rejected': -39.761348724365234, 'epoch': 0.71}
{'loss': 0.2975, 'grad_norm': 189.339599609375, 'learning_rate': 1.4220810072455162e-06, 'rewards/chosen': -0.07073178887367249, 'rewards/rejected': -5.704663276672363, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 5.6339311599731445, 'logps/chosen': -13.213156700134277, 'logps/rejected': -69.82830047607422, 'logits/chosen': -28.964357376098633, 'logits/rejected': -41.36357116699219, 'epoch': 0.72}
{'loss': 0.1617, 'grad_norm': 1.2540286779403687, 'learning_rate': 1.4072336381993112e-06, 'rewards/chosen': 0.2920907437801361, 'rewards/rejected': -6.118571758270264, 'rewards/accuracies': 0.9649999737739563, 'rewards/margins': 6.410662651062012, 'logps/chosen': -9.619712829589844, 'logps/rejected': -74.06388092041016, 'logits/chosen': -31.1613826751709, 'logits/rejected': -45.00749206542969, 'epoch': 0.72}
{'loss': 0.2555, 'grad_norm': 0.08961383998394012, 'learning_rate': 1.3923862691531061e-06, 'rewards/chosen': 0.3195531964302063, 'rewards/rejected': -5.944433689117432, 'rewards/accuracies': 0.9449999928474426, 'rewards/margins': 6.263986587524414, 'logps/chosen': -9.421159744262695, 'logps/rejected': -72.37803649902344, 'logits/chosen': -30.101848602294922, 'logits/rejected': -44.61259841918945, 'epoch': 0.72}
{'loss': 0.2347, 'grad_norm': 0.11639782041311264, 'learning_rate': 1.377538900106901e-06, 'rewards/chosen': 0.3479236364364624, 'rewards/rejected': -6.014404773712158, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 6.362329006195068, 'logps/chosen': -9.186230659484863, 'logps/rejected': -73.09407806396484, 'logits/chosen': -33.102264404296875, 'logits/rejected': -47.66340637207031, 'epoch': 0.72}
{'loss': 0.3372, 'grad_norm': 0.051220376044511795, 'learning_rate': 1.362691531060696e-06, 'rewards/chosen': 0.24721549451351166, 'rewards/rejected': -6.030179500579834, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 6.277395248413086, 'logps/chosen': -10.19118881225586, 'logps/rejected': -73.35294342041016, 'logits/chosen': -31.351238250732422, 'logits/rejected': -45.44611358642578, 'epoch': 0.73}
{'loss': 0.1642, 'grad_norm': 0.31387975811958313, 'learning_rate': 1.3478441620144912e-06, 'rewards/chosen': 0.34663814306259155, 'rewards/rejected': -6.130955696105957, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 6.477593898773193, 'logps/chosen': -9.2800931930542, 'logps/rejected': -74.30797576904297, 'logits/chosen': -27.327011108398438, 'logits/rejected': -43.30105972290039, 'epoch': 0.73}
{'loss': 0.3389, 'grad_norm': 25.282550811767578, 'learning_rate': 1.3329967929682861e-06, 'rewards/chosen': 0.1069464311003685, 'rewards/rejected': -5.8406662940979, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 5.947613716125488, 'logps/chosen': -11.541267395019531, 'logps/rejected': -71.31596374511719, 'logits/chosen': -31.31421661376953, 'logits/rejected': -43.501365661621094, 'epoch': 0.73}
{'loss': 0.2504, 'grad_norm': 0.0047381846234202385, 'learning_rate': 1.318149423922081e-06, 'rewards/chosen': 0.24856704473495483, 'rewards/rejected': -6.011082172393799, 'rewards/accuracies': 0.9399999976158142, 'rewards/margins': 6.259649276733398, 'logps/chosen': -10.353989601135254, 'logps/rejected': -73.27318572998047, 'logits/chosen': -37.70254898071289, 'logits/rejected': -49.46923828125, 'epoch': 0.74}
{'loss': 0.2454, 'grad_norm': 0.5563588738441467, 'learning_rate': 1.303302054875876e-06, 'rewards/chosen': 0.16907179355621338, 'rewards/rejected': -6.069696426391602, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 6.238768100738525, 'logps/chosen': -10.806130409240723, 'logps/rejected': -73.52957153320312, 'logits/chosen': -40.09079360961914, 'logits/rejected': -50.461143493652344, 'epoch': 0.74}
{'loss': 0.306, 'grad_norm': 126.00836944580078, 'learning_rate': 1.2884546858296712e-06, 'rewards/chosen': 0.1554763913154602, 'rewards/rejected': -5.981381416320801, 'rewards/accuracies': 0.9200000166893005, 'rewards/margins': 6.1368584632873535, 'logps/chosen': -10.915968894958496, 'logps/rejected': -72.54199981689453, 'logits/chosen': -33.672550201416016, 'logits/rejected': -46.832420349121094, 'epoch': 0.74}
{'loss': 0.396, 'grad_norm': 18.726335525512695, 'learning_rate': 1.2736073167834661e-06, 'rewards/chosen': -0.054484233260154724, 'rewards/rejected': -5.825034141540527, 'rewards/accuracies': 0.9150000214576721, 'rewards/margins': 5.770550727844238, 'logps/chosen': -12.861322402954102, 'logps/rejected': -70.90625762939453, 'logits/chosen': -39.10444259643555, 'logits/rejected': -50.05229568481445, 'epoch': 0.75}
{'loss': 0.4019, 'grad_norm': 23.786184310913086, 'learning_rate': 1.258759947737261e-06, 'rewards/chosen': -0.13750550150871277, 'rewards/rejected': -5.77487850189209, 'rewards/accuracies': 0.8949999809265137, 'rewards/margins': 5.637373447418213, 'logps/chosen': -14.01202392578125, 'logps/rejected': -70.71752166748047, 'logits/chosen': -39.316436767578125, 'logits/rejected': -50.641170501708984, 'epoch': 0.75}
{'loss': 0.4374, 'grad_norm': 1.2696242332458496, 'learning_rate': 1.243912578691056e-06, 'rewards/chosen': -0.1721278429031372, 'rewards/rejected': -5.610182285308838, 'rewards/accuracies': 0.9049999713897705, 'rewards/margins': 5.438055038452148, 'logps/chosen': -14.269974708557129, 'logps/rejected': -68.99150085449219, 'logits/chosen': -33.520599365234375, 'logits/rejected': -44.817325592041016, 'epoch': 0.75}
{'loss': 0.1386, 'grad_norm': 0.1738566756248474, 'learning_rate': 1.229065209644851e-06, 'rewards/chosen': -0.06308609247207642, 'rewards/rejected': -5.9126176834106445, 'rewards/accuracies': 0.9649999737739563, 'rewards/margins': 5.849532604217529, 'logps/chosen': -13.19005012512207, 'logps/rejected': -72.01224517822266, 'logits/chosen': -33.94889831542969, 'logits/rejected': -44.57732009887695, 'epoch': 0.75}
{'loss': 0.3349, 'grad_norm': 0.6136189103126526, 'learning_rate': 1.214217840598646e-06, 'rewards/chosen': -0.09794401377439499, 'rewards/rejected': -5.858402729034424, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.760458946228027, 'logps/chosen': -13.708386421203613, 'logps/rejected': -71.59967041015625, 'logits/chosen': -35.29832458496094, 'logits/rejected': -46.86838912963867, 'epoch': 0.76}
{'loss': 0.196, 'grad_norm': 0.04428336024284363, 'learning_rate': 1.1993704715524409e-06, 'rewards/chosen': 0.08328216522932053, 'rewards/rejected': -6.101255416870117, 'rewards/accuracies': 0.9549999833106995, 'rewards/margins': 6.184537410736084, 'logps/chosen': -11.984755516052246, 'logps/rejected': -74.195068359375, 'logits/chosen': -36.21965026855469, 'logits/rejected': -47.38141632080078, 'epoch': 0.76}
{'loss': 0.1814, 'grad_norm': 0.03394977003335953, 'learning_rate': 1.184523102506236e-06, 'rewards/chosen': 0.2463822364807129, 'rewards/rejected': -6.160050868988037, 'rewards/accuracies': 0.9599999785423279, 'rewards/margins': 6.40643310546875, 'logps/chosen': -10.199470520019531, 'logps/rejected': -74.5089340209961, 'logits/chosen': -31.721668243408203, 'logits/rejected': -47.164005279541016, 'epoch': 0.76}
{'loss': 0.2445, 'grad_norm': 0.037669237703084946, 'learning_rate': 1.169675733460031e-06, 'rewards/chosen': 0.20840051770210266, 'rewards/rejected': -6.198541641235352, 'rewards/accuracies': 0.949999988079071, 'rewards/margins': 6.406942367553711, 'logps/chosen': -10.383635520935059, 'logps/rejected': -74.76326751708984, 'logits/chosen': -32.77191925048828, 'logits/rejected': -45.3497428894043, 'epoch': 0.77}
{'loss': 0.3722, 'grad_norm': 0.13860002160072327, 'learning_rate': 1.154828364413826e-06, 'rewards/chosen': -0.05353670194745064, 'rewards/rejected': -5.957849025726318, 'rewards/accuracies': 0.925000011920929, 'rewards/margins': 5.9043121337890625, 'logps/chosen': -13.206625938415527, 'logps/rejected': -72.55477142333984, 'logits/chosen': -32.58139419555664, 'logits/rejected': -45.11161804199219, 'epoch': 0.77}
{'loss': 0.2177, 'grad_norm': 0.07126792520284653, 'learning_rate': 1.1399809953676209e-06, 'rewards/chosen': -0.0005741167115047574, 'rewards/rejected': -5.931586265563965, 'rewards/accuracies': 0.9350000023841858, 'rewards/margins': 5.931012153625488, 'logps/chosen': -12.66033935546875, 'logps/rejected': -72.19442749023438, 'logits/chosen': -27.913904190063477, 'logits/rejected': -41.952659606933594, 'epoch': 0.77}
